NCM,DESCRICAO
28061010,"CLORETO DE HIDROGENIO (AC.CLORIDRICO),GASOSO,LIQUEFEITO"
28061020,"CLORETO DE HIDROGENIO (AC.CLORIDRICO),EM SOLUCAO AQUOSA"
28062000,ACIDO CLOROSSULFURICO
28070001,ACIDO SULFURICO COM PUREZA>=93%
28070002,ACIDO SULFURICO FUMANTE ( OLEUM )
28070010,ACIDO SULFURICO
28070020,OLEUM (ACIDO SULFURICO FUMANTE)
28080001,ACIDO NITRICO
28080002,ACIDO SULFONITRICO
28080010,ACIDO NITRICO
28080020,ACIDO SULFONITRICO
28091000,PENTOXIDO DE DIFOSFORO
28092001,ACIDO FOSFORICO EM GRAU TECNICO (ORTOFOSFORICOF)
28092002,ACIDO METAFOSFORICO
28092011,ACIDO FOSFORICO COM TEOR DE ARSENIO>=8PPM
28092019,OUTROS ACIDOS FOSFORICOS
28092020,ACIDO METAFOSFORICO
28092030,ACIDO PIROFOSFORICO
28092090,OUTROS ACIDOS POLIFOSFORICOS
28100001,ANIDRIDO BORICO
28100002,ACIDO BORICO (ORTOBORICO)
28100010,ACIDO ORTOBORICO
28100090,OXIDOS DE BORO E OUTROS ACIDOS BORICOS
28100099,OUTS.OXIDOS DE BORO E ACIDOS BORICOS
28111100,FLUORETO DE HIDROGENIO (ACIDO FLUORIDRICO)
28111101,FLUORETO DE HIDROGENIO ANIDRO (ACIDO FLUORIDRICO)
28111102,FLUORETO DE HIDROGENIO EM SOLUCAO (ACIDO FLUORIDRICO)
28111901,ACIDO FLUOSSILICICO
28111902,ACIDO PERCLORICO
28111903,"ACIDO DE BROMO,INORGANICO"
28111904,"ACIDO DE IODO,INORGANICO"
28111905,ACIDO AMINOSSULFONICO (SULFAMICO)
28111906,"ACIDO DE SELENIO,INORGANICO"
28111907,"ACIDO DE TELURIO,INORGANICO"
28111908,"ACIDO DE NITROGENIO,INORGANICO"
28111909,ACIDO FOSFOROSO
28111910,"ACIDO DE ARSENICO,INORGANICO"
28111911,"ACIDO DE CARBONO,INORGANICO"
28111912,"ACIDO COMPLEXO,INORGANICO"
28111920,ACIDO FOSFONICO (ACIDO FOSFOROSO)
28111930,ACIDO PERCLORICO
28111940,FLUORACIDOS E OUTROS COMPOSTOS DE FLUOR
28111950,CIANETO DE HIDROGENIO
28111990,OUTROS ACIDOS INORGANICOS
28111999,OUTS.ACIDOS INORGANICOS
28112100,DIOXIDO DE CARBONO
28112201,"DIOXIDO DE SILICIO,EM PO,OBTIDO POR PRECIPITACAO QUIM"
28112202,SILICA GEL
28112210,DIOXIDO DE SILICIO OBTIDO POR PRECIPITACAO QUIMICA
28112220,DIOXIDO DE SILICIO TIPO AEROGEL
28112230,GEL DE SILICA (DIOXIDO DE SILICIO)
28112290,OUTROS DIOXIDOS DE SILICIO
28112299,OUTS.DIOXIDOS DE SILICIO
28112300,DIOXIDO DE ENXOFRE
28112301,"DIOXIDO DE ENXOFRE,EM ESTADO GASOSO/LIQUEFEITO"
28112399,OUTS.DIOXIDOS DE ENXOFRE
28112900,OUTS.COMPOSTOS OXIGEN.INORGAN.DOS ELEMENTOS N/METALICOS
28112901,ANIDRIDO ARSENIOSO (OXIDO/TRIOXIDO/BRANCO DE ARSENICO)
28112902,ANIDRIDO ARSENICO (PENTOXIDO DE ARSENICO)
28112903,DIOXIDO DE CLORO (PEROXIDO DE CLORO)
28112999,OUTS.COMPOSTOS OXIGENADOS INORGAN.DE ELEMENTOS N/METAL.
28121001,CLORETO DE ARSENIO E OXICLORETO DE ARSENIO
28121002,MONOCLORETO DE ENXOFRE
28121003,CLORETO DE FOSFORILA
28121004,TETRACLORETO DE SILICIO
28121005,CLORETO DE CARBONILA
28121006,CLORETO DE NITROSILA
28121007,OXICLORETO DE SELENIO
28121011,TRICLORETO DE FOSFORO
28121012,PENTACLORETO DE FOSFORO
28121013,MONOCLORETO DE ENXOFRE
28121014,DICLORETO DE ENXOFRE
28121015,TRICLORETO DE ARSENIO
28121019,OUTROS DERIVADOS DO CLORETO
28121021,OXIDICLORETO DE ENXOFRE (CLORETO DE TIONILA)
28121022,OXITRICLORETO DE FOSFORO (CLORETO DE FOSFORILA)
28121023,OXIDICLORETO DE CARBONO (FOSGENIO OU CLORETO CARBONILA)
28121029,OUTROS OXICLORETOS DOS ELEMENTOS NAO METALICOS
28121099,QQ.OUT.CLORETO DE ELEMENTOS NAO METALICOS
28129000,"OUTROS HALOGENETOS,OXIALOGENETOS DOS ELEM.N/METALICOS"
28129001,TRIFLUORETO DE BORO
28129002,BROMETO DE NITROSILA
28129099,OUTS.HALOGENETOS/OXIALOGENETOS DE ELEMENTOS N/METALICOS
28131000,DISSULFETO DE CARBONO
28139001,SULFETO DE ARSENIO
28139002,TRISSULFETO DE TETRAFOSFORO
28139003,SULFETO DE SELENIO
28139004,SULFETO DE NITROGENIO
28139010,PENTASSULFETO DE DIFOSFORO
28139090,OUTS.SULFETOS DOS ELEM.N/METAL.E TRISSULF.FOSFORO COM.
28139099,OUTS.SULFETOS DE ELEMENTOS NAO METALICOS
28141000,AMONIACO ANIDRO
28142000,AMONIACO EM SOLUCAO AQUOSA (AMONIA)
28151100,HIDROXIDO DE SODIO (SODA CAUSTICA) SOLIDO
28151101,"HIDROXIDO DE SODIO,SOLIDO,FUNDIDO (SODA CAUSTICA)"
28151102,"HIDROXIDO DE SODIO,SOLIDO,EM ESCAMAS (SODA CAUSTICA)"
28151199,"HIDROXIDO DE SODIO,EM OUT.FORMA SOLIDA (SODA CAUSTICA)"
28151200,"HIDROXIDO DE SODIO,EM SOLUCAO AQUOSA (SODA CAUSTICA)"
28152000,HIDROXIDO DE POTASSIO (POTASSA CAUSTICA)
28153000,PEROXIDOS DE SODIO OU DE POTASSIO
28153001,PEROXIDO DE SODIO
28153002,PEROXIDO DE POTASSIO
28161001,HIDROXIDO DE MAGNESIO
28161002,PEROXIDO DE MAGNESIO
28161010,HIDROXIDO DE MAGNESIO
28161020,PEROXIDO DE MAGNESIO
28162000,OXIDO E HIDROXIDO E PEROXIDO DE ESTRONCIO
28163001,HIDROXIDO DE BARIO SOLIDO
28163002,OXIDO DE BARIO
28163010,HIDROXIDO DE BARIO
28163090,OXIDO E PEROXIDO DE BARIO
28163099,OUTS.HIDROXIDOS E PEROXIDOS DE BARIO
28170001,OXIDO DE ZINCO (BRANCO DE ZINCO)
28170002,PEROXIDO DE ZINCO (DIOXIDO DE ZINCO)
28170010,OXIDO DE ZINCO (BRANCO DE ZINCO)
28170020,PEROXIDO DE ZINCO
28181001,"CORINDO ARTIFICIAL BRANCO,GRANULOMETRIA>=22O MESHES"
28181010,"CORINDO ARTIFICIAL,BRANCO,DE GRANULOMETRIA<=63 MICRONS"
28181090,"OUTROS CORINDOS ARTIFICIAIS,QUIMICAM.DEFINIDO OU NAO"
28181099,OUTS.CORINDOS ARTIFICIAIS
28182000,"OXIDO DE ALUMINIO,EXC.O CORINDO ARTIFICIAL"
28182010,ALUMINA CALCINADA
28182090,OUTROS OXIDOS DE ALUMINIO
28183000,HIDROXIDO DE ALUMINIO
28191000,TRIOXIDO DE CROMO
28199001,TRIOXIDO DE DICROMO
28199002,HIDROXIDO DE CROMO
28199010,OXIDOS DE CROMO
28199020,HIDROXIDOS DE CROMO
28199099,OUTS.OXIDOS DE CROMO
28201000,DIOXIDO DE MANGANES
28209001,PROTOXIDO DE MANGANES (OXIDO MANGANOSO)
28209002,SESQUIOXIDO DE MANGANES
28209010,OXIDO MANGANOSO
28209020,TRIOXIDO DE DIMANGANES (SESQUIOXIDO DE MANGANES)
28209030,TETRAOXIDO DE TRIMANGANES (OXIDO SALINO DE MANGANES)
28209040,HEPTAOXIDO DE DIMANGANES (ANIDRIDO PERMANGANICO)
28209099,OUTS.OXIDOS DE MANGANES
28211001,OXIDO FERRICO
28211002,HIDROXIDO DE FERRO
28211011,"OXIDO FERRICO COM TEOR DE FE2O3>=85%,EM PESO"
28211019,OUTROS OXIDOS FERRICOS
28211020,OXIDO FERROSO-FERRICO (OXIDO MAGNETICO DE FERRO)
28211030,HIDROXIDOS DE FERRO
28211090,OUTROS OXIDOS DE FERRO
28211099,OUTS.OXIDOS DE FERRO
28212000,"TERRAS CORANTES,CONTENDO FE2O3 >= 70%"
28220001,TRIOXIDO DE DICOBALTO (OXIDO COBALTICO)
28220002,HIDROXIDO COBALTICO
28220010,TETRAOXIDO DE TRICOBALTO (OXIDO SALINO DE COBALTO)
28220090,"OUTS.OXIDOS E HIDROXIDOS DE COBALTO,INCL.OS COMERCIAIS"
28230001,"OXIDO TITANICO,TIPO ATANASE (DIOXIDO/ANIDRIDO TITANICO"
28230010,"OXIDOS DE TITANIO,TIPO ANATASE"
28230090,OUTROS OXIDOS DE TITANIO
28230099,OUTS.OXIDOS DE TITANIO
28241000,"MONOXIDO DE CHUMBO (LITARGIRIO,MASSICOTE)"
28242000,MINIO (ZARCAO) E MINIO-LARANJA ( MINE-ORANGE )
28249000,OUTS.OXIDOS DE CHUMBO
28251001,HIDRATO DE HIDRAZINA
28251002,CLORETO DE HIDROXILAMONIO
28251010,HIDRAZINA E SEUS SAIS INORGANICOS
28251020,HIDROXILAMINA E SEUS SAIS INORGANICOS
28252001,OXIDO DE LITIO
28252002,HIDROXIDO DE LITIO
28252010,OXIDO DE LITIO
28252020,HIDROXIDO DE LITIO
28253001,PENTOXIDO DE DIVANADIO
28253010,PENTOXIDO DE DIVANADIO
28253090,OUTROS OXIDOS E HIDROXIDOS DE VANADIO
28253099,OUTS.OXIDOS E HIDROXIDOS DE VANADIO
28254001,OXIDO NIQUELOSO (PROTOXIDO DE NIQUEL)
28254002,HIDROXIDO NIQUELOSO
28254010,OXIDO NIQUELOSO
28254090,OUTROS OXIDOS E HIDROXIDOS DE NIQUEL
28254099,OUTS.OXIDOS E HIDROXIDOS DE NIQUEL
28255001,OXIDO CUPROSO
28255002,OXIDO CUPRICO
28255003,HIDROXIDO DE COBRE
28255010,"OXIDO CUPRICO,COM TEOR DE CUO>=98%,EM PESO"
28255090,OUTROS OXIDOS E HIDROXIDOS DE COBRE
28256001,OXIDO DE GERMANIO
28256002,DIOXIDO DE ZIRCONIO
28256010,OXIDOS DE GERMANIO
28256020,DIOXIDO DE ZIRCONIO
28257001,TRIOXIDO DE MOLIBDENIO (ANIDRIDO MOLIBDICO)
28257002,ACIDO MOLIBDICO
28257010,TRIOXIDO DE MOLIBDENIO
28257090,OUTROS OXIDOS E HIDROXIDOS DE MOLIBDENIO
28257099,OUTS.OXIDOS E HIDROXIDOS DE MOLIBDENIO
28258001,TRIOXIDO DE ANTIMONIO (ANIDRIDO ANTIMONIOSO)
28258010,TRIOXIDO DE ANTIMONIO
28258090,OUTROS OXIDOS DE ANTIMONIO
28258099,OUTS.OXIDOS DE ANTIMONIO
28259001,OXIDO DE CADMIO
28259002,OXIDO ESTANICO
28259003,HIDROXIDO DE MANGANES
28259004,OXIDO E HIDROXIDO DE BERILIO
28259005,OXIDO E HIDROXIDO DE BISMUTO
28259006,OXIDO MERCUROSO
28259007,PEROXIDO METALICOS
28259008,OXIDO DE CALCIO (CAL PURA)
28259010,OXIDO DE CADMIO
28259020,TRIOXIDO DE TUNGSTENIO (VOLFRAMIO)
28259090,"OXIDOS,HIDROXIDOS E PEROXIDOS DE OUTROS METAIS,ETC."
28259099,OUTS.BASES INORGANICAS/OXIDOS/HIDROXIDOS/ETC.DE METAIS
28261101,"FLUORETO NEUTRO,DE AMONIO"
28261102,"FLUORETO ACIDO,DE SODIO"
28261110,FLUORETO ACIDO DE AMONIO
28261190,OUTROS FLUORETOS DE AMONIO OU DE SODIO
28261200,FLUORETO DE ALUMINIO
28261901,FLUORETO DE ESTRONCIO
28261902,FLUORETO DE LITIO
28261910,TRIFLUORETO DE CROMO
28261990,OUTROS FLUORETOS
28261999,OUTS.FLUORETOS
28262000,FLUOSSILICATOS DE SODIO OU DE POTASSIO
28262001,FLUOSSILICATO DE POTASSIO
28262002,FLUOSSILICATO DE SODIO
28263000,HEXAFLUORALUMINATO DE SODIO (CRIOLITA SINTETICA)
28269000,"OUTS.FLUOSSILICATOS,FLUORALUMINATOS,SAIS COMPLEXS.FLUOR"
28269001,FLUORBORATO DE POTASSIO
28269002,FLUOSSILICATO DE BARIO
28269099,OUTS.SAIS COMPLEXOS DE FLUOR
28271000,CLORETO DE AMONIO
28272000,CLORETO DE CALCIO
28272010,"CLORETO DE CALCIO,COM TEOR>=98% DE CACL2,EM BASE SECA"
28272090,OUTROS CLORETOS DE CALCIO
28273100,CLORETO DE MAGNESIO
28273110,"CLORETO DE MAGNESIO,COM TEOR<98% MGCL2 E TEOR<=05% CA"
28273190,OUTROS CLORETOS DE MAGNESIO
28273200,CLORETO DE ALUMINIO
28273300,CLORETO DE FERRO
28273301,CLORETO FERROSO (PROTOCLORETO DE FERRO)
28273302,CLORETO FERRICO
28273400,CLORETO DE COBALTO
28273500,CLORETO DE NIQUEL
28273600,CLORETO DE ZINCO
28273701,CLORETO ESTANHOSO (DICLORETO DE ESTANHO)
28273702,CLORETO ESTANICO (TETRACLORETO DE ESTANHO)
28273800,CLORETO DE BARIO
28273901,TRICLORETO DE ANTIMONIO
28273902,CLORETO CUPROSO (MONOCLORETO DE COBRE)
28273903,CLORETO MERCUROSO (CALOMELANO/PROTOCLORETO DE MERCURIO)
28273904,TETRACLORETO DE TITANIO
28273905,CLORETO DE LITIO
28273906,CLORETO DE BISMUTO
28273907,CLORETO DE CADMIO
28273908,CLORETO DE CESIO
28273909,CLORETO DE CROMO
28273910,CLORETO DE ESTRONCIO
28273911,CLORETO DE MANGANES
28273920,CLORETO DE TITANIO
28273930,CLORETO DE MERCURIO I (CLORETO MERCUROSO)
28273940,CLORETO DE ZIRCONIO
28273950,CLORETO DE ANTIMONIO
28273960,CLORETO DE LITIO
28273970,CLORETO DE BISMUTO
28273991,CLORETO DE CADMIO
28273992,CLORETO DE CESIO
28273993,CLORETO DE CROMO
28273994,CLORETO DE ESTRONCIO
28273995,CLORETO DE MANGANES
28273999,OUTS.CLORETOS
28274101,OXICLORETO DE COBRE
28274102,HIDROXICLORETO DE COBRE
28274110,OXICLORETOS DE COBRE
28274120,HIDROXICLORETOS DE COBRE
28274901,OXICLORETO DE ANTIMONIO
28274902,OUTS.HIDROXICLORETOS
28274911,OXICLORETOS DE BISMUTO
28274912,OXICLORETOS DE ZIRCONIO
28274919,OUTROS OXICLORETOS
28274921,HIDROXICLORETOS DE ALUMINIO
28274929,OUTROS HIDROXICLORETOS
28275100,BROMETOS DE SODIO OU DE POTASSIO
28275101,BROMETO DE SODIO
28275102,BROMETO DE POTASSIO
28275900,OUTROS BROMETOS E OXIBROMETOS
28275901,BROMETO DE AMONIO
28275999,OUTS.BROMETOS E OXIBROMETOS
28276001,IODETO DE AMONIO
28276002,OXIIODETOS
28276011,IODETOS DE SODIO
28276012,IODETOS DE POTASSIO
28276019,OUTROS IODETOS
28276021,OXIIODETOS DE POTASSIO
28276029,OUTROS OXIIODETOS
28281000,HIPOCLORITO DE CALCIO INCL.O COMERCIAL
28289001,HIPOCLORITO DE SODIO EM SOLUCAO AQUOSA (AGUA SANITARIA)
28289002,HIPOCLORITO DE AMONIO
28289003,CLORITO DE ALUMINIO
28289004,CLORITO DE SODIO
28289011,HIPOCLORITOS DE SODIO
28289019,OUTROS HIPOCLORITOS
28289020,CLORITO DE SODIO
28289090,OUTROS CLORITOS E HIPOBROMITOS
28289099,"OUTS.HIPOCLORITOS,CLORITOS E HIPOBROMITOS"
28291100,CLORATO DE SODIO
28291901,CLORATO DE POTASSIO
28291910,CLORATOS DE CALCIO
28291920,CLORATOS DE POTASSIO
28291990,OUTROS CLORATOS
28291999,CLORATO EXCETO DE POTASSIO OU DE SODIO
28299001,PERCLORATO DE AMONIO
28299002,IODATO NEUTRO DE POTASSIO
28299011,BROMATOS DE SODIO
28299012,BROMATOS DE POTASSIO
28299019,OUTROS BROMATOS
28299021,PERBROMATOS DE SODIO
28299022,PERBROMATOS DE POTASSIO
28299029,OUTROS PERBROMATOS
28299031,IODATOS DE POTASSIO
28299032,IODATOS DE CALCIO
28299039,OUTROS IODATOS
28299040,PERIODATOS
28299050,PERCLORATOS
28299099,"BROMATOS E PERBROMATOS,PERIODATOS"
28301001,MONOSSULFETO DE SODIO
28301002,BISSULFETO DE SODIO (SULFIDRATO)
28301010,SULFETO DE DISSODIO
28301020,SULFETO DE MONOSSODIO (HIDROGENOSSULFETO DE SODIO)
28302000,SULFETO DE ZINCO
28303000,SULFETO DE CADMIO
28309001,TRISSULFETO DE ANTIMONIO
28309002,DISSULFETO DE MOLIBDENIO
28309003,SULFETO DE AMONIO
28309004,SULFETO DE BARIO
28309005,SULFETO DE FERRO
28309006,SULFETO DE CHUMBO
28309007,SULFETO DE POTASSIO
28309011,SULFETOS DE MOLIBNEDIO IV (DISSULFETO DE MOLIBDENIO)
28309012,SULFETO DE BARIO
28309013,SULFETO DE POTASSIO
28309014,SULFETO DE CHUMBO
28309015,SULFETO DE ESTRONCIO
28309019,OUTROS SULFETOS
28309020,POLISSULFETOS
28309099,OUTS.SULFETOS E POLISSULFETOS
28311001,"DITIONITO ESTABILIZADOS,DE SODIO"
28311002,"FORMALDEIDO SULFOXILATO,DE SODIO"
28311011,DITIONITOS (HIDROSSULFITOS) DE SODIO ESTABILIZADOS
28311019,OUTROS DITIONITOS (HIDROSSULFITOS) DE SODIO
28311021,"SULFOXILATOS DE SODIO,ESTABILIZADOS COM FORMALDEIDO"
28311029,OUTROS SULFOXILATOS DE SODIO
28319001,DITIONITO DE ZINCO
28319002,SULFOXILATOS EXC.DE SODIO
28319010,DITIONITO DE ZINCO
28319090,OUTROS DITIONITOS E SULFOXILATOS
28321001,HIDROGENOSSULFITO DE SODIO (SULFITO ACIDO/BISSULFIO)
28321002,DISSULFITO DE SODIO (METABISSULFITO NEUTRO DE SODIO)
28321003,SULFITO DE SODIO (SULFITO NEUTRO DE SODIO)
28321010,SULFITO DE DISSODIO
28321090,OUTROS SULFITOS DE SODIO
28322000,OUTROS SULFITOS
28322001,SULFITO ACIDO DE POTASSIO
28322002,SULFITO DE CALCIO
28322003,SULFITO DE CROMO
28322004,SULFITO DE MAGNESIO
28322005,SULFITO DE ZINCO
28322099,OUTS.SULFITOS
28323001,TIOSSULFATO DE SODIO
28323002,TIOSSULFATO DE ALUMINIO
28323003,TIOSSULFATO DE CALCIO
28323004,TIOSSULFATO DE CHUMBO
28323010,TIOSSULFATO DE AMONIO
28323020,TIOSSULFATO DE SODIO
28323090,OUTROS TIOSSULFATOS
28323099,OUTS.TIOSSULFATOS
28331101,SULFATO DISSODICO DECAIDRATADO (SAL DE GLAUBER)
28331102,SULFATO DISSODICO ANIDRO
28331110,SULFATO DISSODICO ANIDRO
28331190,OUTROS SULFATOS DISSODICOS
28331900,OUTS.SULFATOS DE SODIO
28332100,SULFATO DE MAGNESIO
28332200,SULFATO DE ALUMINIO
28332201,SULFATO NEUTRO DE ALUMINIO
28332202,SULFATO BASICO DE ALUMINIO
28332300,SULFATO DE CROMO
28332400,SULFATO DE NIQUEL
28332501,SULFATO CUPROSO
28332502,SULFATO CUPRICO
28332510,SULFATO CUPROSO
28332520,SULFATO CUPRICO
28332600,SULFATO DE ZINCO
28332700,SULFATO DE BARIO
28332710,SULFATO DE BARIO COM TEOR EM PESO>=975% DE BASO4
28332790,OUTROS SULFATOS DE BARIO
28332901,SULFATO DE ANTIMONIO
28332902,SULFATO DE CALCIO
28332903,SULFATO NEUTRO DE CHUMBO
28332904,SULFATO DE COBALTO
28332905,SULFATO FERROSO
28332906,SULFATO DE MANGANES
28332907,SULFATO DE ESTRONCIO
28332908,SULFATO DE LITIO
28332909,SULFATO DE MERCURIO
28332910,SULFATO DE ANTIMONIO
28332920,SULFATO DE LITIO
28332930,SULFATO DE ESTRONCIO
28332940,SULFATO DE MERCURIO
28332950,SULFATO NEUTRO DE CHUMBO
28332990,OUTROS SULFATOS
28332999,OUTS.SULFATOS
28333000,ALUMES
28333001,SULFATO DUPLO DE ALUMINIO E AMONIO
28333002,SULFATO DUPLO DE ALUMINIO E POTASSIO
28333003,SULFATO DUPLO DE CROMO E POTASSIO
28333099,OUTS.LUMES
28334001,PEROXOSSULFATO (PERSULFATO) DE AMONIO
28334002,PEROXOSSULFATO (PERSULFATO) DE POTASSIO
28334003,PEROXOSSULFATO (PERSULFATO) DE SODIO
28334010,PEROXOSSULFATO (PERSULFATO) DE SODIO
28334020,PEROXOSSULFATO (PERSULFATO) DE AMONIO
28334090,OUTROS PEROXOSSULFATOS (PERSULFATOS)
28334099,OUTS.PEROXOSSULFATOS (PERSULFATO)
28341001,NITRITO DE SODIO
28341010,NITRITO DE SODIO
28341090,OUTROS NITRITOS
28341099,NITRITO EXCETO DE SODIO
28342101,NITRATO DE POTASSIO C/TEOR <=98% DE KNO3
28342110,"NITRATO DE POTASSIO,COM TEOR EM PESO<=98% DE KNO3"
28342190,OUTROS NITRATOS DE POTASSIO
28342199,OUTS.NITRATOS DE POTASSIO
28342200,NITRATO DE BISMUTO
28342201,NITRATO NEUTRO DE BISMUTO
28342202,NITRATO BASICO DE BISMUTO
28342901,NITRATO DE ALUMINIO
28342902,NITRATO DE BARIO
28342903,NITRATO DE CALCIO
28342904,NITRATO DE CHUMBO
28342905,NITRATO DE COBALTO
28342906,NITRATO CUPRICO
28342907,NITRATO DE NIQUEL
28342908,NITRATO DE LITIO
28342910,NITRATO DE CALCIO COM TEOR EM PESO<=16% DE NITROGENIO
28342920,NITRATO DE MERCUCIO
28342930,NITRATO DE ALUMINIO
28342940,NITRATO DE LITIO
28342990,OUTROS NITRATOS
28342999,OUTS.NITRATOS
28351001,FOSFINATO (HIPOFOSFITO) DE CALCIO
28351002,FOSFONATOS (FOSFITOS)
28351011,FOSFINATO (HIPOFOSFITO) DE SODIO
28351019,OUTROS FOSFINATOS (HIPOFOSFITOS)
28351021,FOSFONATO (FOSFITO) DIBASICO DE CHUMBO
28351029,OUTROS FOSFONATOS (FOSFITOS)
28352100,FOSFATO DE TRIAMONIO
28352200,FOSFATO MONO OU DISSODICO
28352201,FOSFATO MONOSSODICO (DIDROGENO-ORTOFOSFATO DE SODIO)
28352202,FOSFATO DISSODICO (HIDROGENO-ORTOFOSFATO DE DISSODICO)
28352300,FOSFATO DE TRISSODIO
28352400,FOSFATO DE POTASSIO
28352401,FOSFATO MONOPOTASSICO (DIIDROGENO-ORTOFOSFATO POTASSIO)
28352402,FOSFATO DIPOTASSICO (HIDROGENO-ORTOFOSFATO DE POTASSIO)
28352499,OUTS.FOSFATOS DE POTASSIO
28352500,FOSFATO HIDROGENO-ORTOFOSFATO DE CALCIO (DICALCICO)
28352600,OUTS.FOSFATOS DE CALCIO
28352901,FOSFATO DE COBALTO
28352902,FOSFATO DE COBRE
28352903,FOSFATO DE CROMO
28352904,FOSFATO DE ESTRONCIO
28352905,FOSFATO DE FERRO
28352906,FOSFATO DE MANGANES
28352910,FOSFATO DE FERRO
28352920,FOSFATO DE COBALTO
28352930,FOSFATO DE COBRE
28352940,FOSFATO DE CROMO
28352950,FOSFATO DE ESTRONCIO
28352960,FOSFATO DE MANGANES
28352970,FOSFATO DE TRIAMONIO
28352990,OUTROS FOSFATOS
28352999,OUTS.FOSFATOS
28353100,TRIFOSFATO DE SODIO (TRIPOLIFOSFATO DE SODIO)
28353101,"TRIFOSFATO DE SODIO,DE GRAU TECNICO/ALIMENTICIO"
28353199,OUTS.TRIFOSFATOS DE SODIO (TRIPOLIFOSFATO DE SODIO)
28353901,HEXAMETAFOSFATO DE SODIO
28353902,METAFOSFATO DE SODIO
28353903,PIROFOSFATO DE SODIO
28353904,PIROFOSFATO DE ZINCO
28353910,METAFOSFATOS DE SODIO
28353920,PIROFOSFATOS DE SODIO
28353930,PIROFOSFATO DE ZINCO
28353990,OUTROS POLIFOSFATOS
28353999,OUTS.POLIFOSFATOS
28361000,"CARBONATO DE AMONIO,INCLUSIVE O COMERCIAL"
28362001,"CARBONATO DISSODICO EM BARRILHA SINTETICA,TIPO LEVE"
28362002,"CARBONATO DISSODICO EM BARRILHA SINTETICA,TIPO DENSO"
28362003,"CARBONATO DISSODICO EM BARRILHA NATURAL,OBTIDA DO TRONA"
28362010,CARBONATO DISSODICO ANIDRO
28362090,OUTROS CARBONATOS DISSODICOS
28362099,OUTS.CARBONATOS DISSODICOS
28363000,HIDROGENOCARBONATO (BICARBONATO) DE SODIO
28364000,CARBONATOS DE POTASSIO
28364001,CARBONATO NEUTRO DE POTASSIO
28364002,HIDROGENOCARBONATO (BICARBONATO) DE POTASSIO
28365000,CARBONATO DE CALCIO
28366000,CARBONATO DE BARIO
28367000,CARBONATO DE CHUMBO
28367001,CARBONATO NEUTRO DE CHUMBO
28367002,CARBONATO BASICO DE CHUMBO
28369100,CARBONATO DE LITIO
28369200,CARBONATO DE ESTRONCIO
28369300,CARBONATO DE BISMUTO
28369901,CARBONATO DE FERRO
28369902,CARBONATO DE MAGNESIO
28369903,CARBONATO DE MANGANES
28369904,CARBONATO DE NIQUEL
28369905,CARBONATO DE ZIRCONIO
28369906,OUTS.CARBONATOS
28369907,PEROXACARBONATOS (PERCARBONATOS)
28369911,CARBONATO DE MAGNESIO COM DENSIDADE<200KG/M3
28369912,CARBONATO DE ZIRCONIO
28369919,OUTROS CARBONATOS
28369920,PEROXOCARBONATOS (PERCARBONATOS)
28371100,CIANETO DE SODIO E OXICIANETO DE SODIO
28371901,CIANETO CUPROSO
28371902,CIANETO DE POTASSIO
28371903,CIANETO DE ZINCO
28371911,CIANETO DE POTASSIO
28371912,CIANETO DE ZINCO
28371913,CIANETO DE MERCURIO
28371914,CIANETO DE COBRE I (CIANETO CUPROSO)
28371915,CIANETO DE COBRE II (CIANETO CUPRICO)
28371919,OUTROS CIANETOS
28371920,OUTROS OXIANETOS
28371999,OUTS.CIANETOS E OXICIANETOS
28372001,FERROCIANETO DE AMONIO
28372002,FERROCIANETO DE POTASSIO
28372003,FERROCIANETO DE SODIO
28372004,FERRICIANETO DE POTASSIO
28372011,FERROCIANETO DE SODIO
28372012,FERROCIANETO DE FERRO II (FERROCIANETO FERROSO)
28372019,OUTROS FERROCIANETOS
28372021,FERRICIANETO DE POTASSIO
28372022,FERRICIANETO DE FERRO II (FERRICIANETO FERROSO)
28372023,FERRICIANETO DE FERRO III (FERRICIANETO FERRICO)
28372029,OUTROS FERRICIANETOS
28372090,OUTROS CIANETOS COMPLEXOS
28372099,OUTS.CIANETOS COMPLEXOS
28380001,CIANATO DE SODIO
28380002,TIOCIANATO DE AMONIO
28380003,TIOCIANATO DE COBRE
28380004,TIOCIANATO DE SODIO
28380005,FULMINATO DE MERCURIO
28380010,TIOCIANATO DE SODIO
28380090,"FULMINATOS,CIANATOS E OUTROS TIOCIANATOS"
28380099,"OUTS.FULMINATOS,CIANATOS E TIOCIANATOS"
28391100,METASSILICATO DE SODIO
28391900,"SILICATO DE SODIO,EXC.METASSILICATO"
28392000,SILICATO DE POTASSIO
28399001,SILICATO DE ALUMINIO
28399002,MONOSSILICATO DE CHUMBO
28399003,TRISSILICATO DE MAGNESIO
28399004,SILICATO DE ZIRCONIO
28399005,SILICATO DE METAIS ALCALINOS COMERCIAIS
28399006,SILICATO DE BARIO
28399007,SILICATO DE CADMIO
28399008,SILICATO DE CESIO
28399009,SILICATO DE ESTRONCIO
28399010,SILICATO DE MANGANES
28399011,SILICATO DE ZINCO
28399020,SILICATO DE ALUMINIO
28399030,SILICATO DE ZIRCONIO
28399040,SILICATO DE CHUMBO
28399090,OUTROS SILICATOS
28399099,OUTS.SILICATOS
28401100,"TETRABORATO DISSODICO,ANIDRO (BORAX REFINADO)"
